,split,aptamer_encoder,molecule_encoder,ROC-AUC mean,ROC-AUC std,MCC mean,MCC std,best_params
16,stratified,Kmer4,UniMol,0.9502633652712316,0.002938053827532831,0.7752121653022421,0.006150385669848076,"{'n_estimators': 874, 'learning_rate': 0.019500614560477966, 'num_leaves': 170, 'max_depth': 20, 'subsample': 0.8958891960937461, 'colsample_bytree': 0.8366266705291316, 'reg_lambda': 8.5385689073177}"
17,stratified,Kmer4,MolFormer,0.9528445441572941,0.0020621825776724638,0.7790846255680713,0.004261672482635539,"{'n_estimators': 748, 'learning_rate': 0.02741134262796349, 'num_leaves': 172, 'max_depth': 0, 'subsample': 0.8292660956668296, 'colsample_bytree': 0.9908728664359809, 'reg_lambda': 7.869907598823353}"
18,stratified,GENA,MorganFP,0.9430364021667433,0.0027301733018337275,0.7485660018140952,0.010196038168702777,"{'n_estimators': 556, 'learning_rate': 0.06986689332525173, 'num_leaves': 78, 'max_depth': 16, 'subsample': 0.5729452754804847, 'colsample_bytree': 0.7276682436589506, 'reg_lambda': 0.0988623489802431}"
19,stratified,GENA,MACCS,0.9333593536776099,0.0050234471623967275,0.7260289983463866,0.004662242377783443,"{'n_estimators': 989, 'learning_rate': 0.05305381776206268, 'num_leaves': 215, 'max_depth': 11, 'subsample': 0.8898204098997097, 'colsample_bytree': 0.7902326247833417, 'reg_lambda': 0.0168437911245491}"
20,stratified,GENA,PhysChem,0.9461719984428367,0.003267833112818729,0.7586568293487262,0.010044792829730424,"{'n_estimators': 1000, 'learning_rate': 0.08350221152272025, 'num_leaves': 166, 'max_depth': 11, 'subsample': 0.5516617970272366, 'colsample_bytree': 0.751207222126654, 'reg_lambda': 0.01957020947986472}"
21,stratified,GENA,ChemBERTa,0.9480201177513623,0.00277932525739449,0.7683618626037403,0.008902819387716246,"{'n_estimators': 732, 'learning_rate': 0.07801495461272034, 'num_leaves': 56, 'max_depth': 11, 'subsample': 0.9007392337274944, 'colsample_bytree': 0.8102724955121696, 'reg_lambda': 0.0059532924298673}"
22,stratified,GENA,UniMol,0.9458274802037723,0.0029207626382995798,0.761412030558629,0.008443231444887152,"{'n_estimators': 285, 'learning_rate': 0.09465703744677861, 'num_leaves': 212, 'max_depth': -1, 'subsample': 0.5901430834365982, 'colsample_bytree': 0.9909900755827694, 'reg_lambda': 3.4507091908410117}"
23,stratified,GENA,MolFormer,0.9478379474294188,0.002401122223929836,0.7655545308838404,0.009217770998233999,"{'n_estimators': 839, 'learning_rate': 0.045394826743957485, 'num_leaves': 178, 'max_depth': 8, 'subsample': 0.6904417891632901, 'colsample_bytree': 0.5424496118522297, 'reg_lambda': 0.002738956277866105}"
24,stratified,DNABERT2,MorganFP,0.9401326796809861,0.00303475721499675,0.7476068218412647,0.007172363951895085,"{'n_estimators': 984, 'learning_rate': 0.1256980519625279, 'num_leaves': 67, 'max_depth': 6, 'subsample': 0.8373274815175902, 'colsample_bytree': 0.9504567629319227, 'reg_lambda': 0.011049558853618266}"
25,stratified,DNABERT2,MACCS,0.9316594737190499,0.004572740561179811,0.7241581506646558,0.00688026603329909,"{'n_estimators': 769, 'learning_rate': 0.032965617162059, 'num_leaves': 75, 'max_depth': 6, 'subsample': 0.6661798920400762, 'colsample_bytree': 0.5025391772180051, 'reg_lambda': 0.029439095473284698}"
26,stratified,DNABERT2,PhysChem,0.943653382908575,0.004628988941075401,0.7557942244271028,0.011968630755709487,"{'n_estimators': 978, 'learning_rate': 0.11189958965705485, 'num_leaves': 160, 'max_depth': 16, 'subsample': 0.8611052391050821, 'colsample_bytree': 0.6918033014547015, 'reg_lambda': 0.008048436560013233}"
27,stratified,DNABERT2,ChemBERTa,0.9476350599498486,0.002465787719610365,0.7685310578737847,0.010105756562855785,"{'n_estimators': 973, 'learning_rate': 0.03794214449926106, 'num_leaves': 88, 'max_depth': 20, 'subsample': 0.6818678329977257, 'colsample_bytree': 0.5314449749693255, 'reg_lambda': 0.13241760908125488}"
28,stratified,DNABERT2,UniMol,0.9453860939799446,0.0027131447447129964,0.7594083881699347,0.015851863743216222,"{'n_estimators': 833, 'learning_rate': 0.12188548861217595, 'num_leaves': 69, 'max_depth': -1, 'subsample': 0.7887921982627524, 'colsample_bytree': 0.8530813198838386, 'reg_lambda': 0.0018631019653174152}"
29,stratified,DNABERT2,MolFormer,0.9468234312552287,0.0021283005826143145,0.7668344169729179,0.01381180596689503,"{'n_estimators': 578, 'learning_rate': 0.18673286958555718, 'num_leaves': 35, 'max_depth': 10, 'subsample': 0.788115004842639, 'colsample_bytree': 0.5005473435158689, 'reg_lambda': 0.00319777382505589}"
30,disjoint_molecule,OneHot,MorganFP,0.8918805028085453,0.023846382083501372,0.6604736420383419,0.06053936623221145,"{'n_estimators': 517, 'learning_rate': 0.013963755641035839, 'num_leaves': 162, 'max_depth': 9, 'subsample': 0.5244615192142013, 'colsample_bytree': 0.8074448947450129, 'reg_lambda': 0.6805015640324997}"
31,disjoint_molecule,OneHot,MACCS,0.8888640507821153,0.012722333083562265,0.6381990394906973,0.034790360316483714,"{'n_estimators': 487, 'learning_rate': 0.02630806052985962, 'num_leaves': 197, 'max_depth': 13, 'subsample': 0.9952698658153223, 'colsample_bytree': 0.5414110516290112, 'reg_lambda': 0.03395660006889451}"
32,disjoint_molecule,OneHot,PhysChem,0.8864642530149969,0.012784479650949108,0.6198442598079846,0.0414658427583481,"{'n_estimators': 464, 'learning_rate': 0.023153104918250147, 'num_leaves': 142, 'max_depth': 0, 'subsample': 0.8029131146799948, 'colsample_bytree': 0.5524325962571596, 'reg_lambda': 0.011934590595392454}"
33,disjoint_molecule,OneHot,ChemBERTa,0.8520263328997938,0.02747961502890197,0.5859657621629056,0.03537069311412197,"{'n_estimators': 201, 'learning_rate': 0.034791836409595794, 'num_leaves': 212, 'max_depth': 3, 'subsample': 0.7249709682872575, 'colsample_bytree': 0.7430892583083327, 'reg_lambda': 0.060346807488310145}"
34,disjoint_molecule,OneHot,UniMol,0.8791158826005262,0.020242961443877328,0.6202629826867352,0.043372984341360776,"{'n_estimators': 347, 'learning_rate': 0.06487576419953581, 'num_leaves': 137, 'max_depth': 12, 'subsample': 0.5082719497471319, 'colsample_bytree': 0.9883033577844089, 'reg_lambda': 8.043962677123066}"
35,disjoint_molecule,OneHot,MolFormer,0.8595876577563036,0.03401028972834679,0.6432695634685328,0.06098541235178963,"{'n_estimators': 240, 'learning_rate': 0.010601061660975684, 'num_leaves': 214, 'max_depth': 6, 'subsample': 0.8495970330368923, 'colsample_bytree': 0.9494118427170628, 'reg_lambda': 0.413091913766298}"
36,disjoint_molecule,Kmer3,MorganFP,0.8892462603478984,0.017260898348520643,0.6272742506641369,0.023132445759595437,"{'n_estimators': 647, 'learning_rate': 0.13188570995367135, 'num_leaves': 69, 'max_depth': 20, 'subsample': 0.9376600305556215, 'colsample_bytree': 0.5407902459423477, 'reg_lambda': 0.7699978128263676}"
37,disjoint_molecule,Kmer3,MACCS,0.884661777602578,0.01534444211327916,0.626377080464251,0.03056047208781518,"{'n_estimators': 362, 'learning_rate': 0.08035657639060809, 'num_leaves': 31, 'max_depth': 17, 'subsample': 0.8494185982768576, 'colsample_bytree': 0.5306692711057701, 'reg_lambda': 0.0012408111774951608}"
38,disjoint_molecule,Kmer3,PhysChem,0.8792187071787065,0.019089417336492037,0.6200819865490849,0.03563311097794661,"{'n_estimators': 999, 'learning_rate': 0.07306975586268381, 'num_leaves': 185, 'max_depth': 9, 'subsample': 0.7566368618995193, 'colsample_bytree': 0.9723742292345195, 'reg_lambda': 0.004440080249467126}"
39,disjoint_molecule,Kmer3,ChemBERTa,0.8648216027190536,0.022156803524339824,0.5643543507856059,0.03188775504931155,"{'n_estimators': 873, 'learning_rate': 0.12327414171174053, 'num_leaves': 212, 'max_depth': 16, 'subsample': 0.7999231740251322, 'colsample_bytree': 0.9199430386759115, 'reg_lambda': 0.030936795380881607}"
40,disjoint_molecule,Kmer3,UniMol,0.8776748784309862,0.021799382741521503,0.599143185290544,0.0449391661467889,"{'n_estimators': 793, 'learning_rate': 0.1015698991371702, 'num_leaves': 204, 'max_depth': 19, 'subsample': 0.9771665696151213, 'colsample_bytree': 0.676324494504107, 'reg_lambda': 0.14863346723718895}"
41,disjoint_molecule,Kmer3,MolFormer,0.8717799426548236,0.025278160176191472,0.5803656606481858,0.048373724238128586,"{'n_estimators': 348, 'learning_rate': 0.09856601525237924, 'num_leaves': 161, 'max_depth': 11, 'subsample': 0.7204314477288842, 'colsample_bytree': 0.8664493212318739, 'reg_lambda': 0.5169001392303886}"
42,disjoint_molecule,Kmer4,MorganFP,0.8903941025769084,0.019793496539753364,0.6486599528823704,0.030848356920689473,"{'n_estimators': 386, 'learning_rate': 0.010076908877679026, 'num_leaves': 96, 'max_depth': 8, 'subsample': 0.8919326419456712, 'colsample_bytree': 0.9905767488980668, 'reg_lambda': 9.930221268177702}"
43,disjoint_molecule,Kmer4,MACCS,0.8930661452318635,0.016926663581054442,0.6378885838361903,0.037987659497392405,"{'n_estimators': 255, 'learning_rate': 0.010215942267732044, 'num_leaves': 35, 'max_depth': 17, 'subsample': 0.5941298452815652, 'colsample_bytree': 0.5002434867410923, 'reg_lambda': 0.2571851128593304}"
44,disjoint_molecule,Kmer4,PhysChem,0.8863141099914991,0.018770122043573725,0.6340188718429443,0.03217758477883668,"{'n_estimators': 555, 'learning_rate': 0.09578197193020418, 'num_leaves': 227, 'max_depth': 16, 'subsample': 0.8169603330717339, 'colsample_bytree': 0.6084809027676862, 'reg_lambda': 0.03212098967564517}"
45,disjoint_molecule,Kmer4,ChemBERTa,0.8782903627865253,0.028032359782720312,0.6019367245216332,0.024394870661265777,"{'n_estimators': 636, 'learning_rate': 0.03080009783051234, 'num_leaves': 220, 'max_depth': 14, 'subsample': 0.6268207131673927, 'colsample_bytree': 0.6711141481306541, 'reg_lambda': 2.650589008557424}"
46,disjoint_molecule,Kmer4,UniMol,0.8829385175474611,0.01992741043375847,0.6316599790508857,0.044538905561549616,"{'n_estimators': 334, 'learning_rate': 0.069532038029427, 'num_leaves': 188, 'max_depth': 19, 'subsample': 0.8977145291574236, 'colsample_bytree': 0.5947276689642091, 'reg_lambda': 1.1763505877335068}"
47,disjoint_molecule,Kmer4,MolFormer,0.8812504500153617,0.025934199511617795,0.614110345592955,0.0402661560714609,"{'n_estimators': 407, 'learning_rate': 0.09593647577388788, 'num_leaves': 126, 'max_depth': 19, 'subsample': 0.99973240714837, 'colsample_bytree': 0.8534620830383268, 'reg_lambda': 0.17489493120116073}"
48,disjoint_molecule,GENA,MorganFP,0.8886327069809438,0.020373771638483217,0.6368167661592572,0.03577244442808056,"{'n_estimators': 298, 'learning_rate': 0.010349953618108391, 'num_leaves': 212, 'max_depth': 0, 'subsample': 0.8501807868438493, 'colsample_bytree': 0.6215793709912192, 'reg_lambda': 9.100908763073134}"
49,disjoint_molecule,GENA,MACCS,0.8882117163259069,0.02025389514359586,0.6299475148998603,0.051227768238541235,"{'n_estimators': 301, 'learning_rate': 0.013547077370013975, 'num_leaves': 89, 'max_depth': 5, 'subsample': 0.6068192431739633, 'colsample_bytree': 0.6577231221415938, 'reg_lambda': 0.0034581213497536134}"
50,disjoint_molecule,GENA,PhysChem,0.8817293116896894,0.017922821366011973,0.6277754806225169,0.02512102663489293,"{'n_estimators': 764, 'learning_rate': 0.08928460236931272, 'num_leaves': 106, 'max_depth': 14, 'subsample': 0.8172938436570976, 'colsample_bytree': 0.8382225468769791, 'reg_lambda': 0.01579230908131143}"
51,disjoint_molecule,GENA,ChemBERTa,0.8642234857575193,0.0261238614197315,0.582858897943845,0.03781368423757707,"{'n_estimators': 771, 'learning_rate': 0.19084461122229898, 'num_leaves': 21, 'max_depth': 15, 'subsample': 0.7884164258690575, 'colsample_bytree': 0.7053459000810621, 'reg_lambda': 0.032413307635021295}"
52,disjoint_molecule,GENA,UniMol,0.8792777388508881,0.021223123151972317,0.6084313025223052,0.04185795881445382,"{'n_estimators': 947, 'learning_rate': 0.1816432517561127, 'num_leaves': 125, 'max_depth': 20, 'subsample': 0.8343257820328479, 'colsample_bytree': 0.8547069875696076, 'reg_lambda': 0.27134647603208956}"
53,disjoint_molecule,GENA,MolFormer,0.8818920055938889,0.022350728931150574,0.6030046424623963,0.041220310418267604,"{'n_estimators': 710, 'learning_rate': 0.11643190517937044, 'num_leaves': 253, 'max_depth': 7, 'subsample': 0.5979908785615936, 'colsample_bytree': 0.6569405504382948, 'reg_lambda': 3.0762120730959075}"
54,disjoint_molecule,DNABERT2,MorganFP,0.8778994124300608,0.02119591649191769,0.6424615945520818,0.041804707904882825,"{'n_estimators': 301, 'learning_rate': 0.028539697497871743, 'num_leaves': 214, 'max_depth': 3, 'subsample': 0.7340877147246937, 'colsample_bytree': 0.5013660616975386, 'reg_lambda': 0.5754873659026544}"
55,disjoint_molecule,DNABERT2,MACCS,0.8753390910114579,0.024203716989930135,0.6392098712423137,0.034135264489363694,"{'n_estimators': 381, 'learning_rate': 0.010642210493166968, 'num_leaves': 152, 'max_depth': 3, 'subsample': 0.8166031994241703, 'colsample_bytree': 0.633832446367385, 'reg_lambda': 8.776449073048166}"
56,disjoint_molecule,DNABERT2,PhysChem,0.8842699487135295,0.01638506400677062,0.63545344831043,0.02535262840296663,"{'n_estimators': 985, 'learning_rate': 0.09562617649818919, 'num_leaves': 157, 'max_depth': 20, 'subsample': 0.7132157481893456, 'colsample_bytree': 0.5191464117860373, 'reg_lambda': 0.06061870450659278}"
57,disjoint_molecule,DNABERT2,ChemBERTa,0.8747930772249249,0.024331876174514964,0.5867018227171215,0.022646864924245554,"{'n_estimators': 903, 'learning_rate': 0.11645111194363367, 'num_leaves': 119, 'max_depth': 10, 'subsample': 0.5278785154238381, 'colsample_bytree': 0.7737840132665814, 'reg_lambda': 0.04609160609151518}"
58,disjoint_molecule,DNABERT2,UniMol,0.8815814873709271,0.024342197199098137,0.6292666680879615,0.04617775909887175,"{'n_estimators': 709, 'learning_rate': 0.11520367112358813, 'num_leaves': 227, 'max_depth': 9, 'subsample': 0.7229355389873093, 'colsample_bytree': 0.8874398641368634, 'reg_lambda': 0.15571560353118283}"
59,disjoint_molecule,DNABERT2,MolFormer,0.8826456609799024,0.022994922088482694,0.6141465873194992,0.03594243225421044,"{'n_estimators': 770, 'learning_rate': 0.17289673732737726, 'num_leaves': 66, 'max_depth': 6, 'subsample': 0.6349878125731164, 'colsample_bytree': 0.9178408268872199, 'reg_lambda': 1.0411930293514582}"
60,disjoint_aptamer,OneHot,MorganFP,0.9182630868763313,0.039320935945653446,0.7212432026940695,0.07016528696944586,"{'n_estimators': 928, 'learning_rate': 0.01175177358264197, 'num_leaves': 99, 'max_depth': 16, 'subsample': 0.7383845991090063, 'colsample_bytree': 0.7039019364740946, 'reg_lambda': 0.31724904183166486}"
61,disjoint_aptamer,OneHot,MACCS,0.9200754800601949,0.033020377617506286,0.7160032449653839,0.0744802947918442,"{'n_estimators': 559, 'learning_rate': 0.01809807737058019, 'num_leaves': 152, 'max_depth': 19, 'subsample': 0.5455831150434431, 'colsample_bytree': 0.5521973118645735, 'reg_lambda': 0.9397691058133911}"
62,disjoint_aptamer,OneHot,PhysChem,0.9241875829810546,0.02966232208819336,0.719884512418508,0.06570924244336382,"{'n_estimators': 975, 'learning_rate': 0.012616298657397277, 'num_leaves': 52, 'max_depth': 17, 'subsample': 0.510211529193112, 'colsample_bytree': 0.5447281128674866, 'reg_lambda': 0.02549076970083966}"
63,disjoint_aptamer,OneHot,ChemBERTa,0.9221248931716914,0.031676565365194406,0.7148235472427253,0.07379938965842082,"{'n_estimators': 332, 'learning_rate': 0.018418174835263493, 'num_leaves': 37, 'max_depth': 18, 'subsample': 0.5937081007072189, 'colsample_bytree': 0.9390339011508612, 'reg_lambda': 0.010254377478478863}"
64,disjoint_aptamer,OneHot,UniMol,0.9239283787605157,0.029195372729922113,0.7243397051544512,0.06894150031975768,"{'n_estimators': 725, 'learning_rate': 0.029800934138274206, 'num_leaves': 60, 'max_depth': 17, 'subsample': 0.8420554494340485, 'colsample_bytree': 0.5760868133910579, 'reg_lambda': 9.053559673314904}"
65,disjoint_aptamer,OneHot,MolFormer,0.9213483779937957,0.03272708161465616,0.7204017258698314,0.0718285521995441,"{'n_estimators': 743, 'learning_rate': 0.010017881415537774, 'num_leaves': 38, 'max_depth': 15, 'subsample': 0.9212231725340194, 'colsample_bytree': 0.5941971358254583, 'reg_lambda': 0.01863365297416037}"
66,disjoint_aptamer,Kmer3,MorganFP,0.9205418901424294,0.026857461654817155,0.7002039647299403,0.07176613274570083,"{'n_estimators': 729, 'learning_rate': 0.026313663350572038, 'num_leaves': 249, 'max_depth': 13, 'subsample': 0.5862897081308239, 'colsample_bytree': 0.9578248537697258, 'reg_lambda': 2.014188245738501}"
67,disjoint_aptamer,Kmer3,MACCS,0.9142344087177422,0.034031123301484126,0.6978494327075497,0.07732271459719325,"{'n_estimators': 882, 'learning_rate': 0.09341939017469385, 'num_leaves': 242, 'max_depth': 14, 'subsample': 0.812868621020798, 'colsample_bytree': 0.7422212037146938, 'reg_lambda': 4.597155282819818}"
68,disjoint_aptamer,Kmer3,PhysChem,0.921552269088726,0.021619436799934243,0.7099711498571584,0.0713031769962357,"{'n_estimators': 892, 'learning_rate': 0.07879649598360884, 'num_leaves': 250, 'max_depth': 16, 'subsample': 0.7831359801447357, 'colsample_bytree': 0.5979573719379756, 'reg_lambda': 0.0016012446985976553}"
69,disjoint_aptamer,Kmer3,ChemBERTa,0.9275568670127299,0.02108362671922723,0.7156069765411419,0.07492856182125,"{'n_estimators': 786, 'learning_rate': 0.046842604482725904, 'num_leaves': 135, 'max_depth': 20, 'subsample': 0.601674222062808, 'colsample_bytree': 0.719911439077326, 'reg_lambda': 0.3545626214939171}"
70,disjoint_aptamer,Kmer3,UniMol,0.9252030246603731,0.021525925550564862,0.7174441727176352,0.0689609232733312,"{'n_estimators': 836, 'learning_rate': 0.1825071292909189, 'num_leaves': 130, 'max_depth': 5, 'subsample': 0.8338590546585793, 'colsample_bytree': 0.5657202996329685, 'reg_lambda': 1.1026097335864713}"
71,disjoint_aptamer,Kmer3,MolFormer,0.9255665189803721,0.02294564347769105,0.7132970210579201,0.07076492645339683,"{'n_estimators': 609, 'learning_rate': 0.018645328574405203, 'num_leaves': 97, 'max_depth': 8, 'subsample': 0.5535827924957284, 'colsample_bytree': 0.8330583711612733, 'reg_lambda': 0.040726103735035525}"
72,disjoint_aptamer,Kmer4,MorganFP,0.9213238047301345,0.030405132635810517,0.7163412240950748,0.07147696290910677,"{'n_estimators': 481, 'learning_rate': 0.03204677516225088, 'num_leaves': 100, 'max_depth': 10, 'subsample': 0.5882099832142396, 'colsample_bytree': 0.8413186469937778, 'reg_lambda': 7.898726788183219}"
73,disjoint_aptamer,Kmer4,MACCS,0.9201629568878896,0.031487701434158286,0.7107644048698506,0.07773101154738701,"{'n_estimators': 596, 'learning_rate': 0.19820549793605044, 'num_leaves': 141, 'max_depth': 14, 'subsample': 0.8813578499249386, 'colsample_bytree': 0.9833553511493272, 'reg_lambda': 2.7763697448484734}"
74,disjoint_aptamer,Kmer4,PhysChem,0.9289541757047054,0.021923274589400094,0.7235744150654664,0.07278546228051411,"{'n_estimators': 212, 'learning_rate': 0.043920131259450046, 'num_leaves': 227, 'max_depth': 17, 'subsample': 0.6368135960952335, 'colsample_bytree': 0.8166863079941207, 'reg_lambda': 9.958663028407349}"
75,disjoint_aptamer,Kmer4,ChemBERTa,0.9306232339042163,0.025062382993786415,0.7244299651025117,0.0713024826656928,"{'n_estimators': 393, 'learning_rate': 0.01318172767372557, 'num_leaves': 188, 'max_depth': 0, 'subsample': 0.998702892117399, 'colsample_bytree': 0.5162222988779168, 'reg_lambda': 0.9180898579396989}"
76,disjoint_aptamer,Kmer4,UniMol,0.9303449317624268,0.02139628384582967,0.7260272211298568,0.07290642193474246,"{'n_estimators': 207, 'learning_rate': 0.15011902555936787, 'num_leaves': 251, 'max_depth': 11, 'subsample': 0.7635279710965601, 'colsample_bytree': 0.837267712897427, 'reg_lambda': 8.79017383702897}"
77,disjoint_aptamer,Kmer4,MolFormer,0.9285712188099046,0.02560584378296266,0.7290473220044256,0.07341036947822842,"{'n_estimators': 231, 'learning_rate': 0.03138492728887128, 'num_leaves': 139, 'max_depth': 9, 'subsample': 0.6733417977788285, 'colsample_bytree': 0.5163838423357735, 'reg_lambda': 8.686482778737714}"
78,disjoint_aptamer,GENA,MorganFP,0.9028288561216089,0.03611394257009907,0.6606677709972566,0.06563636069756465,"{'n_estimators': 791, 'learning_rate': 0.0705341044213898, 'num_leaves': 128, 'max_depth': 9, 'subsample': 0.7001291893895444, 'colsample_bytree': 0.5352027530058868, 'reg_lambda': 0.016451673635566894}"
79,disjoint_aptamer,GENA,MACCS,0.9012267228534032,0.033049228378755305,0.668374003149206,0.07494870909496619,"{'n_estimators': 612, 'learning_rate': 0.18426483431516422, 'num_leaves': 39, 'max_depth': 13, 'subsample': 0.84992553682052, 'colsample_bytree': 0.5584154798634318, 'reg_lambda': 0.013650309094989486}"
80,disjoint_aptamer,GENA,PhysChem,0.9142585054129759,0.024391202688815873,0.6969457471754125,0.06521278387246665,"{'n_estimators': 661, 'learning_rate': 0.02604203646543786, 'num_leaves': 151, 'max_depth': 14, 'subsample': 0.6997926977831378, 'colsample_bytree': 0.8415295456695177, 'reg_lambda': 0.0026461237397205676}"
81,disjoint_aptamer,GENA,ChemBERTa,0.9179665738605669,0.023915957074172257,0.7008303354868579,0.0683127788908257,"{'n_estimators': 1000, 'learning_rate': 0.0629357814643593, 'num_leaves': 219, 'max_depth': 9, 'subsample': 0.7019303088919207, 'colsample_bytree': 0.7228745976963769, 'reg_lambda': 3.3324668064285556}"
82,disjoint_aptamer,GENA,UniMol,0.9185990217784594,0.021077204747199128,0.6997124408562632,0.0687817348566844,"{'n_estimators': 562, 'learning_rate': 0.134608234984703, 'num_leaves': 191, 'max_depth': 14, 'subsample': 0.9860156989641771, 'colsample_bytree': 0.5503987909932826, 'reg_lambda': 0.0020971828684783096}"
83,disjoint_aptamer,GENA,MolFormer,0.9177394010608777,0.022101457493053513,0.7019854064288548,0.06774281338051547,"{'n_estimators': 441, 'learning_rate': 0.09671799299816859, 'num_leaves': 88, 'max_depth': 11, 'subsample': 0.9852462259528167, 'colsample_bytree': 0.5024749981150368, 'reg_lambda': 0.01365927523498262}"
